Ticker,Quantidade,Preço Atual,Valor Total,Contribuição (%)
ITUB4,1000,33.810001373291016,33810.001373291016,-18.842030430298674
BBAS3,100000,27.899999618530273,2789999.9618530273,75.5556026047918
VALE3,400,54.0099983215332,21603.99932861328,-19.260077705109335
EGIE3,2000,36.290000915527344,72580.00183105469,-17.514184262777896
SLCE3,100,17.719999313354492,1771.9999313354492,-19.9393102066059
